"","workerid","scale","degree","stars","judgment","language","exp","compliant","word"
"902","A1FYFBIFYWTMJS","palatable_delicious","hi1",1,0,"English","e10",TRUE,"delicious"
"903","A1FYFBIFYWTMJS","memorable_unforgettable","low1",4,0,"English","e10",TRUE,"bland"
"904","A1FYFBIFYWTMJS","memorable_unforgettable","low2",2,1,"English","e10",TRUE,"forgettable"
"905","A1FYFBIFYWTMJS","good_excellent","low2",4,0,"English","e10",TRUE,"horrible"
"906","A1FYFBIFYWTMJS","palatable_delicious","hi2",4,1,"English","e10",TRUE,"palatable"
"907","A1FYFBIFYWTMJS","some_all","low1",2,1,"English","e10",TRUE,"some"
"908","A1FYFBIFYWTMJS","liked_loved","low2",5,0,"English","e10",TRUE,"hated"
"909","A1FYFBIFYWTMJS","memorable_unforgettable","low1",5,0,"English","e10",TRUE,"bland"
"910","A1FYFBIFYWTMJS","memorable_unforgettable","low1",3,0,"English","e10",TRUE,"bland"
"911","A1FYFBIFYWTMJS","palatable_delicious","hi1",4,1,"English","e10",TRUE,"delicious"
"912","A1FYFBIFYWTMJS","some_all","low2",3,0,"English","e10",TRUE,"none"
"913","A1FYFBIFYWTMJS","good_excellent","low1",4,0,"English","e10",TRUE,"bad"
"914","A1FYFBIFYWTMJS","some_all","low1",3,1,"English","e10",TRUE,"some"
"915","A1FYFBIFYWTMJS","palatable_delicious","low2",2,0,"English","e10",TRUE,"disgusting"
"916","A1FYFBIFYWTMJS","memorable_unforgettable","hi1",2,0,"English","e10",TRUE,"unforgettable"
"917","A1FYFBIFYWTMJS","good_excellent","low2",2,0,"English","e10",TRUE,"horrible"
"918","A1FYFBIFYWTMJS","some_all","low1",4,1,"English","e10",TRUE,"some"
"919","A1FYFBIFYWTMJS","some_all","hi1",5,1,"English","e10",TRUE,"all"
"920","A1FYFBIFYWTMJS","palatable_delicious","hi2",1,0,"English","e10",TRUE,"palatable"
"921","A1FYFBIFYWTMJS","good_excellent","low1",5,0,"English","e10",TRUE,"bad"
"922","A1FYFBIFYWTMJS","good_excellent","low1",1,1,"English","e10",TRUE,"bad"
"923","A1FYFBIFYWTMJS","some_all","hi1",1,0,"English","e10",TRUE,"all"
"924","A1FYFBIFYWTMJS","good_excellent","hi1",3,0,"English","e10",TRUE,"excellent"
"925","A1FYFBIFYWTMJS","palatable_delicious","low1",1,1,"English","e10",TRUE,"gross"
"926","A1FYFBIFYWTMJS","memorable_unforgettable","hi1",3,0,"English","e10",TRUE,"unforgettable"
"927","A1FYFBIFYWTMJS","some_all","hi2",2,0,"English","e10",TRUE,"most"
"928","A1FYFBIFYWTMJS","memorable_unforgettable","hi2",5,1,"English","e10",TRUE,"memorable"
"929","A1FYFBIFYWTMJS","memorable_unforgettable","hi1",4,0,"English","e10",TRUE,"unforgettable"
"930","A1FYFBIFYWTMJS","liked_loved","hi1",3,0,"English","e10",TRUE,"loved"
"931","A1FYFBIFYWTMJS","memorable_unforgettable","hi2",2,0,"English","e10",TRUE,"memorable"
"932","A1FYFBIFYWTMJS","memorable_unforgettable","hi2",1,1,"English","e10",TRUE,"memorable"
"933","A1FYFBIFYWTMJS","palatable_delicious","hi1",2,0,"English","e10",TRUE,"delicious"
"934","A1FYFBIFYWTMJS","good_excellent","low2",5,0,"English","e10",TRUE,"horrible"
"935","A1FYFBIFYWTMJS","some_all","hi1",2,0,"English","e10",TRUE,"all"
"936","A1FYFBIFYWTMJS","liked_loved","hi1",4,1,"English","e10",TRUE,"loved"
"937","A1FYFBIFYWTMJS","liked_loved","hi2",1,0,"English","e10",TRUE,"liked"
"938","A1FYFBIFYWTMJS","memorable_unforgettable","low1",2,1,"English","e10",TRUE,"bland"
"939","A1FYFBIFYWTMJS","liked_loved","low1",1,1,"English","e10",TRUE,"disliked"
"940","A1FYFBIFYWTMJS","good_excellent","hi2",1,0,"English","e10",TRUE,"good"
"941","A1FYFBIFYWTMJS","good_excellent","hi2",3,1,"English","e10",TRUE,"good"
"942","A1FYFBIFYWTMJS","liked_loved","hi2",5,1,"English","e10",TRUE,"liked"
"943","A1FYFBIFYWTMJS","memorable_unforgettable","low2",4,0,"English","e10",TRUE,"forgettable"
"944","A1FYFBIFYWTMJS","some_all","hi1",4,1,"English","e10",TRUE,"all"
"945","A1FYFBIFYWTMJS","liked_loved","hi2",2,0,"English","e10",TRUE,"liked"
"946","A1FYFBIFYWTMJS","good_excellent","hi2",2,0,"English","e10",TRUE,"good"
"947","A1FYFBIFYWTMJS","palatable_delicious","hi2",2,1,"English","e10",TRUE,"palatable"
"948","A1FYFBIFYWTMJS","palatable_delicious","hi2",3,1,"English","e10",TRUE,"palatable"
"949","A1FYFBIFYWTMJS","memorable_unforgettable","hi2",4,1,"English","e10",TRUE,"memorable"
"950","A1FYFBIFYWTMJS","liked_loved","hi1",5,1,"English","e10",TRUE,"loved"
"951","A1FYFBIFYWTMJS","memorable_unforgettable","low2",1,0,"English","e10",TRUE,"forgettable"
"952","A1FYFBIFYWTMJS","some_all","hi2",4,1,"English","e10",TRUE,"most"
"953","A1FYFBIFYWTMJS","palatable_delicious","low1",2,0,"English","e10",TRUE,"gross"
"954","A1FYFBIFYWTMJS","some_all","hi1",3,0,"English","e10",TRUE,"all"
"955","A1FYFBIFYWTMJS","liked_loved","hi2",3,1,"English","e10",TRUE,"liked"
"956","A1FYFBIFYWTMJS","good_excellent","low1",2,0,"English","e10",TRUE,"bad"
"957","A1FYFBIFYWTMJS","liked_loved","hi1",1,0,"English","e10",TRUE,"loved"
"958","A1FYFBIFYWTMJS","memorable_unforgettable","hi1",5,1,"English","e10",TRUE,"unforgettable"
"959","A1FYFBIFYWTMJS","some_all","low2",2,0,"English","e10",TRUE,"none"
"960","A1FYFBIFYWTMJS","liked_loved","low1",4,0,"English","e10",TRUE,"disliked"
"961","A1FYFBIFYWTMJS","liked_loved","low2",2,0,"English","e10",TRUE,"hated"
"962","A1FYFBIFYWTMJS","memorable_unforgettable","low1",1,1,"English","e10",TRUE,"bland"
"963","A1FYFBIFYWTMJS","some_all","hi2",3,1,"English","e10",TRUE,"most"
"964","A1FYFBIFYWTMJS","memorable_unforgettable","low2",5,0,"English","e10",TRUE,"forgettable"
"965","A1FYFBIFYWTMJS","good_excellent","low2",1,1,"English","e10",TRUE,"horrible"
"966","A1FYFBIFYWTMJS","some_all","low2",1,1,"English","e10",TRUE,"none"
"967","A1FYFBIFYWTMJS","palatable_delicious","low2",5,0,"English","e10",TRUE,"disgusting"
"968","A1FYFBIFYWTMJS","palatable_delicious","hi1",3,1,"English","e10",TRUE,"delicious"
"969","A1FYFBIFYWTMJS","liked_loved","hi1",2,0,"English","e10",TRUE,"loved"
"970","A1FYFBIFYWTMJS","palatable_delicious","low2",1,0,"English","e10",TRUE,"disgusting"
"971","A1FYFBIFYWTMJS","palatable_delicious","hi2",5,1,"English","e10",TRUE,"palatable"
"972","A1FYFBIFYWTMJS","some_all","hi2",1,0,"English","e10",TRUE,"most"
"973","A1FYFBIFYWTMJS","memorable_unforgettable","hi1",1,1,"English","e10",TRUE,"unforgettable"
"974","A1FYFBIFYWTMJS","liked_loved","low1",5,0,"English","e10",TRUE,"disliked"
"975","A1FYFBIFYWTMJS","liked_loved","low2",1,1,"English","e10",TRUE,"hated"
"976","A1FYFBIFYWTMJS","liked_loved","hi2",4,1,"English","e10",TRUE,"liked"
"977","A1FYFBIFYWTMJS","good_excellent","hi1",4,1,"English","e10",TRUE,"excellent"
"978","A1FYFBIFYWTMJS","liked_loved","low1",3,0,"English","e10",TRUE,"disliked"
"979","A1FYFBIFYWTMJS","some_all","hi2",5,1,"English","e10",TRUE,"most"
"980","A1FYFBIFYWTMJS","good_excellent","low1",3,0,"English","e10",TRUE,"bad"
"981","A1FYFBIFYWTMJS","liked_loved","low1",2,0,"English","e10",TRUE,"disliked"
"982","A1FYFBIFYWTMJS","some_all","low2",4,0,"English","e10",TRUE,"none"
"983","A1FYFBIFYWTMJS","good_excellent","hi1",1,0,"English","e10",TRUE,"excellent"
"984","A1FYFBIFYWTMJS","palatable_delicious","low2",3,0,"English","e10",TRUE,"disgusting"
"985","A1FYFBIFYWTMJS","memorable_unforgettable","low2",3,1,"English","e10",TRUE,"forgettable"
"986","A1FYFBIFYWTMJS","good_excellent","hi2",4,1,"English","e10",TRUE,"good"
"987","A1FYFBIFYWTMJS","some_all","low1",5,1,"English","e10",TRUE,"some"
"988","A1FYFBIFYWTMJS","palatable_delicious","low1",5,0,"English","e10",TRUE,"gross"
"989","A1FYFBIFYWTMJS","good_excellent","hi2",5,1,"English","e10",TRUE,"good"
"990","A1FYFBIFYWTMJS","palatable_delicious","low2",4,0,"English","e10",TRUE,"disgusting"
"991","A1FYFBIFYWTMJS","palatable_delicious","hi1",5,1,"English","e10",TRUE,"delicious"
"992","A1FYFBIFYWTMJS","palatable_delicious","low1",4,0,"English","e10",TRUE,"gross"
"993","A1FYFBIFYWTMJS","good_excellent","hi1",2,0,"English","e10",TRUE,"excellent"
"994","A1FYFBIFYWTMJS","memorable_unforgettable","hi2",3,0,"English","e10",TRUE,"memorable"
"995","A1FYFBIFYWTMJS","good_excellent","low2",3,0,"English","e10",TRUE,"horrible"
"996","A1FYFBIFYWTMJS","palatable_delicious","low1",3,0,"English","e10",TRUE,"gross"
"997","A1FYFBIFYWTMJS","some_all","low2",5,0,"English","e10",TRUE,"none"
"998","A1FYFBIFYWTMJS","liked_loved","low2",4,0,"English","e10",TRUE,"hated"
"999","A1FYFBIFYWTMJS","good_excellent","hi1",5,1,"English","e10",TRUE,"excellent"
"1000","A1FYFBIFYWTMJS","some_all","low1",1,0,"English","e10",TRUE,"some"
"1001","A2HSCKH5NKN5LP","palatable_delicious","low2",5,0,"English","e10",TRUE,"disgusting"
"1002","A2HSCKH5NKN5LP","good_excellent","hi2",2,0,"English","e10",TRUE,"good"
"1003","A2HSCKH5NKN5LP","memorable_unforgettable","low2",5,0,"English","e10",TRUE,"forgettable"
"1004","A2HSCKH5NKN5LP","some_all","low1",5,0,"English","e10",TRUE,"some"
"1005","A2HSCKH5NKN5LP","good_excellent","hi1",1,0,"English","e10",TRUE,"excellent"
"1006","A2HSCKH5NKN5LP","liked_loved","low2",1,1,"English","e10",TRUE,"hated"
"1007","A2HSCKH5NKN5LP","memorable_unforgettable","hi2",5,1,"English","e10",TRUE,"memorable"
"1008","A2HSCKH5NKN5LP","liked_loved","hi2",3,1,"English","e10",TRUE,"liked"
"1009","A2HSCKH5NKN5LP","liked_loved","low2",5,0,"English","e10",TRUE,"hated"
"1010","A2HSCKH5NKN5LP","palatable_delicious","low1",3,0,"English","e10",TRUE,"gross"
"1011","A2HSCKH5NKN5LP","memorable_unforgettable","low1",5,0,"English","e10",TRUE,"bland"
"1012","A2HSCKH5NKN5LP","memorable_unforgettable","hi1",4,0,"English","e10",TRUE,"unforgettable"
"1013","A2HSCKH5NKN5LP","liked_loved","hi1",2,0,"English","e10",TRUE,"loved"
"1014","A2HSCKH5NKN5LP","good_excellent","low2",1,1,"English","e10",TRUE,"horrible"
"1015","A2HSCKH5NKN5LP","memorable_unforgettable","low2",1,1,"English","e10",TRUE,"forgettable"
"1016","A2HSCKH5NKN5LP","good_excellent","low2",5,0,"English","e10",TRUE,"horrible"
"1017","A2HSCKH5NKN5LP","liked_loved","low2",4,0,"English","e10",TRUE,"hated"
"1018","A2HSCKH5NKN5LP","good_excellent","low2",3,0,"English","e10",TRUE,"horrible"
"1019","A2HSCKH5NKN5LP","liked_loved","hi2",5,1,"English","e10",TRUE,"liked"
"1020","A2HSCKH5NKN5LP","good_excellent","hi2",3,1,"English","e10",TRUE,"good"
"1021","A2HSCKH5NKN5LP","liked_loved","low2",3,0,"English","e10",TRUE,"hated"
"1022","A2HSCKH5NKN5LP","memorable_unforgettable","hi1",2,0,"English","e10",TRUE,"unforgettable"
"1023","A2HSCKH5NKN5LP","palatable_delicious","low1",4,0,"English","e10",TRUE,"gross"
"1024","A2HSCKH5NKN5LP","memorable_unforgettable","hi1",5,1,"English","e10",TRUE,"unforgettable"
"1025","A2HSCKH5NKN5LP","memorable_unforgettable","low1",4,0,"English","e10",TRUE,"bland"
"1026","A2HSCKH5NKN5LP","palatable_delicious","hi2",5,1,"English","e10",TRUE,"palatable"
"1027","A2HSCKH5NKN5LP","liked_loved","low1",2,1,"English","e10",TRUE,"disliked"
"1028","A2HSCKH5NKN5LP","memorable_unforgettable","hi2",1,0,"English","e10",TRUE,"memorable"
"1029","A2HSCKH5NKN5LP","some_all","low2",5,0,"English","e10",TRUE,"none"
"1030","A2HSCKH5NKN5LP","liked_loved","hi2",1,0,"English","e10",TRUE,"liked"
"1031","A2HSCKH5NKN5LP","good_excellent","low1",4,0,"English","e10",TRUE,"bad"
"1032","A2HSCKH5NKN5LP","liked_loved","low1",3,0,"English","e10",TRUE,"disliked"
"1033","A2HSCKH5NKN5LP","some_all","hi2",1,0,"English","e10",TRUE,"most"
"1034","A2HSCKH5NKN5LP","memorable_unforgettable","low2",3,1,"English","e10",TRUE,"forgettable"
"1035","A2HSCKH5NKN5LP","good_excellent","low1",5,0,"English","e10",TRUE,"bad"
"1036","A2HSCKH5NKN5LP","good_excellent","low1",3,0,"English","e10",TRUE,"bad"
"1037","A2HSCKH5NKN5LP","good_excellent","hi2",4,1,"English","e10",TRUE,"good"
"1038","A2HSCKH5NKN5LP","palatable_delicious","hi1",4,1,"English","e10",TRUE,"delicious"
"1039","A2HSCKH5NKN5LP","liked_loved","low1",5,0,"English","e10",TRUE,"disliked"
"1040","A2HSCKH5NKN5LP","good_excellent","low1",2,0,"English","e10",TRUE,"bad"
"1041","A2HSCKH5NKN5LP","palatable_delicious","low1",1,1,"English","e10",TRUE,"gross"
"1042","A2HSCKH5NKN5LP","memorable_unforgettable","hi2",3,0,"English","e10",TRUE,"memorable"
"1043","A2HSCKH5NKN5LP","palatable_delicious","hi2",1,0,"English","e10",TRUE,"palatable"
"1044","A2HSCKH5NKN5LP","good_excellent","low2",4,0,"English","e10",TRUE,"horrible"
"1045","A2HSCKH5NKN5LP","some_all","hi2",5,1,"English","e10",TRUE,"most"
"1046","A2HSCKH5NKN5LP","liked_loved","hi2",4,1,"English","e10",TRUE,"liked"
"1047","A2HSCKH5NKN5LP","liked_loved","hi1",3,0,"English","e10",TRUE,"loved"
"1048","A2HSCKH5NKN5LP","some_all","low1",4,1,"English","e10",TRUE,"some"
"1049","A2HSCKH5NKN5LP","some_all","hi1",1,0,"English","e10",TRUE,"all"
"1050","A2HSCKH5NKN5LP","palatable_delicious","hi2",3,1,"English","e10",TRUE,"palatable"
"1051","A2HSCKH5NKN5LP","palatable_delicious","hi2",4,1,"English","e10",TRUE,"palatable"
"1052","A2HSCKH5NKN5LP","memorable_unforgettable","hi2",2,0,"English","e10",TRUE,"memorable"
"1053","A2HSCKH5NKN5LP","liked_loved","low1",1,1,"English","e10",TRUE,"disliked"
"1054","A2HSCKH5NKN5LP","good_excellent","hi2",5,1,"English","e10",TRUE,"good"
"1055","A2HSCKH5NKN5LP","palatable_delicious","low1",2,0,"English","e10",TRUE,"gross"
"1056","A2HSCKH5NKN5LP","some_all","low2",2,0,"English","e10",TRUE,"none"
"1057","A2HSCKH5NKN5LP","good_excellent","hi1",5,1,"English","e10",TRUE,"excellent"
"1058","A2HSCKH5NKN5LP","memorable_unforgettable","hi2",4,0,"English","e10",TRUE,"memorable"
"1059","A2HSCKH5NKN5LP","memorable_unforgettable","low2",4,1,"English","e10",TRUE,"forgettable"
"1060","A2HSCKH5NKN5LP","some_all","low2",4,0,"English","e10",TRUE,"none"
"1061","A2HSCKH5NKN5LP","good_excellent","hi1",4,1,"English","e10",TRUE,"excellent"
"1062","A2HSCKH5NKN5LP","good_excellent","low1",1,1,"English","e10",TRUE,"bad"
"1063","A2HSCKH5NKN5LP","some_all","low1",3,1,"English","e10",TRUE,"some"
"1064","A2HSCKH5NKN5LP","some_all","low2",1,1,"English","e10",TRUE,"none"
"1065","A2HSCKH5NKN5LP","palatable_delicious","hi1",3,0,"English","e10",TRUE,"delicious"
"1066","A2HSCKH5NKN5LP","liked_loved","low2",2,0,"English","e10",TRUE,"hated"
"1067","A2HSCKH5NKN5LP","some_all","hi1",3,0,"English","e10",TRUE,"all"
"1068","A2HSCKH5NKN5LP","liked_loved","hi1",5,1,"English","e10",TRUE,"loved"
"1069","A2HSCKH5NKN5LP","some_all","hi2",3,0,"English","e10",TRUE,"most"
"1070","A2HSCKH5NKN5LP","good_excellent","hi1",3,0,"English","e10",TRUE,"excellent"
"1071","A2HSCKH5NKN5LP","palatable_delicious","hi1",5,1,"English","e10",TRUE,"delicious"
"1072","A2HSCKH5NKN5LP","liked_loved","hi1",1,0,"English","e10",TRUE,"loved"
"1073","A2HSCKH5NKN5LP","palatable_delicious","low2",3,0,"English","e10",TRUE,"disgusting"
"1074","A2HSCKH5NKN5LP","memorable_unforgettable","low1",2,1,"English","e10",TRUE,"bland"
"1075","A2HSCKH5NKN5LP","some_all","low2",3,0,"English","e10",TRUE,"none"
"1076","A2HSCKH5NKN5LP","palatable_delicious","low1",5,0,"English","e10",TRUE,"gross"
"1077","A2HSCKH5NKN5LP","liked_loved","hi1",4,1,"English","e10",TRUE,"loved"
"1078","A2HSCKH5NKN5LP","memorable_unforgettable","hi1",3,0,"English","e10",TRUE,"unforgettable"
"1079","A2HSCKH5NKN5LP","palatable_delicious","low2",1,1,"English","e10",TRUE,"disgusting"
"1080","A2HSCKH5NKN5LP","some_all","hi1",5,1,"English","e10",TRUE,"all"
"1081","A2HSCKH5NKN5LP","some_all","hi1",2,0,"English","e10",TRUE,"all"
"1082","A2HSCKH5NKN5LP","memorable_unforgettable","low2",2,1,"English","e10",TRUE,"forgettable"
"1083","A2HSCKH5NKN5LP","some_all","hi2",4,1,"English","e10",TRUE,"most"
"1084","A2HSCKH5NKN5LP","memorable_unforgettable","low1",3,1,"English","e10",TRUE,"bland"
"1085","A2HSCKH5NKN5LP","good_excellent","low2",2,0,"English","e10",TRUE,"horrible"
"1086","A2HSCKH5NKN5LP","liked_loved","low1",4,0,"English","e10",TRUE,"disliked"
"1087","A2HSCKH5NKN5LP","palatable_delicious","hi2",2,1,"English","e10",TRUE,"palatable"
"1088","A2HSCKH5NKN5LP","good_excellent","hi1",2,0,"English","e10",TRUE,"excellent"
"1089","A2HSCKH5NKN5LP","some_all","hi2",2,0,"English","e10",TRUE,"most"
"1090","A2HSCKH5NKN5LP","palatable_delicious","hi1",2,0,"English","e10",TRUE,"delicious"
"1091","A2HSCKH5NKN5LP","palatable_delicious","low2",4,0,"English","e10",TRUE,"disgusting"
"1092","A2HSCKH5NKN5LP","some_all","hi1",4,1,"English","e10",TRUE,"all"
"1093","A2HSCKH5NKN5LP","some_all","low1",1,0,"English","e10",TRUE,"some"
"1094","A2HSCKH5NKN5LP","memorable_unforgettable","low1",1,1,"English","e10",TRUE,"bland"
"1095","A2HSCKH5NKN5LP","some_all","low1",2,1,"English","e10",TRUE,"some"
"1096","A2HSCKH5NKN5LP","palatable_delicious","low2",2,0,"English","e10",TRUE,"disgusting"
"1097","A2HSCKH5NKN5LP","memorable_unforgettable","hi1",1,0,"English","e10",TRUE,"unforgettable"
"1098","A2HSCKH5NKN5LP","liked_loved","hi2",2,0,"English","e10",TRUE,"liked"
"1099","A2HSCKH5NKN5LP","good_excellent","hi2",1,0,"English","e10",TRUE,"good"
"1100","A2HSCKH5NKN5LP","palatable_delicious","hi1",1,0,"English","e10",TRUE,"delicious"
"1101","A10DCC73F2CKHC","memorable_unforgettable","low1",2,1,"english","e10",TRUE,"bland"
"1102","A10DCC73F2CKHC","liked_loved","hi2",2,0,"english","e10",TRUE,"liked"
"1103","A10DCC73F2CKHC","palatable_delicious","hi1",3,0,"english","e10",TRUE,"delicious"
"1104","A10DCC73F2CKHC","palatable_delicious","low2",5,0,"english","e10",TRUE,"disgusting"
"1105","A10DCC73F2CKHC","memorable_unforgettable","low1",3,1,"english","e10",TRUE,"bland"
"1106","A10DCC73F2CKHC","liked_loved","hi2",5,1,"english","e10",TRUE,"liked"
"1107","A10DCC73F2CKHC","good_excellent","low1",1,1,"english","e10",TRUE,"bad"
"1108","A10DCC73F2CKHC","palatable_delicious","low2",4,0,"english","e10",TRUE,"disgusting"
"1109","A10DCC73F2CKHC","some_all","low1",1,0,"english","e10",TRUE,"some"
"1110","A10DCC73F2CKHC","liked_loved","low2",5,0,"english","e10",TRUE,"hated"
"1111","A10DCC73F2CKHC","memorable_unforgettable","hi1",1,0,"english","e10",TRUE,"unforgettable"
"1112","A10DCC73F2CKHC","liked_loved","low1",5,0,"english","e10",TRUE,"disliked"
"1113","A10DCC73F2CKHC","liked_loved","low2",3,0,"english","e10",TRUE,"hated"
"1114","A10DCC73F2CKHC","memorable_unforgettable","hi2",4,1,"english","e10",TRUE,"memorable"
"1115","A10DCC73F2CKHC","palatable_delicious","low1",3,0,"english","e10",TRUE,"gross"
"1116","A10DCC73F2CKHC","some_all","hi1",5,1,"english","e10",TRUE,"all"
"1117","A10DCC73F2CKHC","palatable_delicious","hi1",4,1,"english","e10",TRUE,"delicious"
"1118","A10DCC73F2CKHC","liked_loved","low2",2,1,"english","e10",TRUE,"hated"
"1119","A10DCC73F2CKHC","liked_loved","hi1",5,1,"english","e10",TRUE,"loved"
"1120","A10DCC73F2CKHC","some_all","hi1",1,0,"english","e10",TRUE,"all"
"1121","A10DCC73F2CKHC","liked_loved","low2",4,0,"english","e10",TRUE,"hated"
"1122","A10DCC73F2CKHC","liked_loved","low1",1,1,"english","e10",TRUE,"disliked"
"1123","A10DCC73F2CKHC","some_all","low2",4,0,"english","e10",TRUE,"none"
"1124","A10DCC73F2CKHC","memorable_unforgettable","hi2",2,0,"english","e10",TRUE,"memorable"
"1125","A10DCC73F2CKHC","good_excellent","low2",2,1,"english","e10",TRUE,"horrible"
"1126","A10DCC73F2CKHC","memorable_unforgettable","low2",4,0,"english","e10",TRUE,"forgettable"
"1127","A10DCC73F2CKHC","good_excellent","low2",1,1,"english","e10",TRUE,"horrible"
"1128","A10DCC73F2CKHC","memorable_unforgettable","hi1",5,1,"english","e10",TRUE,"unforgettable"
"1129","A10DCC73F2CKHC","some_all","hi2",1,0,"english","e10",TRUE,"most"
"1130","A10DCC73F2CKHC","good_excellent","hi1",3,1,"english","e10",TRUE,"excellent"
"1131","A10DCC73F2CKHC","liked_loved","hi1",3,0,"english","e10",TRUE,"loved"
"1132","A10DCC73F2CKHC","good_excellent","hi2",2,0,"english","e10",TRUE,"good"
"1133","A10DCC73F2CKHC","good_excellent","low2",5,0,"english","e10",TRUE,"horrible"
"1134","A10DCC73F2CKHC","memorable_unforgettable","low1",5,0,"english","e10",TRUE,"bland"
"1135","A10DCC73F2CKHC","good_excellent","hi1",5,1,"english","e10",TRUE,"excellent"
"1136","A10DCC73F2CKHC","some_all","low2",2,1,"english","e10",TRUE,"none"
"1137","A10DCC73F2CKHC","memorable_unforgettable","low2",5,0,"english","e10",TRUE,"forgettable"
"1138","A10DCC73F2CKHC","palatable_delicious","hi2",4,1,"english","e10",TRUE,"palatable"
"1139","A10DCC73F2CKHC","good_excellent","hi1",1,0,"english","e10",TRUE,"excellent"
"1140","A10DCC73F2CKHC","memorable_unforgettable","hi1",2,0,"english","e10",TRUE,"unforgettable"
"1141","A10DCC73F2CKHC","liked_loved","hi1",4,1,"english","e10",TRUE,"loved"
"1142","A10DCC73F2CKHC","palatable_delicious","low2",1,1,"english","e10",TRUE,"disgusting"
"1143","A10DCC73F2CKHC","good_excellent","low1",4,0,"english","e10",TRUE,"bad"
"1144","A10DCC73F2CKHC","good_excellent","hi2",1,0,"english","e10",TRUE,"good"
"1145","A10DCC73F2CKHC","good_excellent","low1",5,0,"english","e10",TRUE,"bad"
"1146","A10DCC73F2CKHC","memorable_unforgettable","low2",3,0,"english","e10",TRUE,"forgettable"
"1147","A10DCC73F2CKHC","good_excellent","low2",4,0,"english","e10",TRUE,"horrible"
"1148","A10DCC73F2CKHC","liked_loved","low1",3,0,"english","e10",TRUE,"disliked"
"1149","A10DCC73F2CKHC","some_all","low2",5,0,"english","e10",TRUE,"none"
"1150","A10DCC73F2CKHC","palatable_delicious","low1",2,1,"english","e10",TRUE,"gross"
"1151","A10DCC73F2CKHC","some_all","low2",3,0,"english","e10",TRUE,"none"
"1152","A10DCC73F2CKHC","memorable_unforgettable","low2",1,1,"english","e10",TRUE,"forgettable"
"1153","A10DCC73F2CKHC","liked_loved","low1",4,0,"english","e10",TRUE,"disliked"
"1154","A10DCC73F2CKHC","good_excellent","low1",2,1,"english","e10",TRUE,"bad"
"1155","A10DCC73F2CKHC","memorable_unforgettable","hi1",4,1,"english","e10",TRUE,"unforgettable"
"1156","A10DCC73F2CKHC","memorable_unforgettable","hi2",3,0,"english","e10",TRUE,"memorable"
"1157","A10DCC73F2CKHC","some_all","hi2",2,0,"english","e10",TRUE,"most"
"1158","A10DCC73F2CKHC","some_all","low1",5,1,"english","e10",TRUE,"some"
"1159","A10DCC73F2CKHC","some_all","hi2",4,1,"english","e10",TRUE,"most"
"1160","A10DCC73F2CKHC","liked_loved","hi2",4,1,"english","e10",TRUE,"liked"
"1161","A10DCC73F2CKHC","some_all","hi1",3,0,"english","e10",TRUE,"all"
"1162","A10DCC73F2CKHC","good_excellent","hi1",4,1,"english","e10",TRUE,"excellent"
"1163","A10DCC73F2CKHC","some_all","hi1",4,1,"english","e10",TRUE,"all"
"1164","A10DCC73F2CKHC","good_excellent","low1",3,0,"english","e10",TRUE,"bad"
"1165","A10DCC73F2CKHC","some_all","hi2",5,1,"english","e10",TRUE,"most"
"1166","A10DCC73F2CKHC","memorable_unforgettable","hi2",5,1,"english","e10",TRUE,"memorable"
"1167","A10DCC73F2CKHC","some_all","hi2",3,1,"english","e10",TRUE,"most"
"1168","A10DCC73F2CKHC","palatable_delicious","hi2",5,1,"english","e10",TRUE,"palatable"
"1169","A10DCC73F2CKHC","memorable_unforgettable","low1",4,0,"english","e10",TRUE,"bland"
"1170","A10DCC73F2CKHC","some_all","low2",1,1,"english","e10",TRUE,"none"
"1171","A10DCC73F2CKHC","some_all","low1",3,1,"english","e10",TRUE,"some"
"1172","A10DCC73F2CKHC","liked_loved","hi1",2,0,"english","e10",TRUE,"loved"
"1173","A10DCC73F2CKHC","some_all","low1",4,1,"english","e10",TRUE,"some"
"1174","A10DCC73F2CKHC","palatable_delicious","hi1",5,1,"english","e10",TRUE,"delicious"
"1175","A10DCC73F2CKHC","good_excellent","hi2",3,1,"english","e10",TRUE,"good"
"1176","A10DCC73F2CKHC","good_excellent","low2",3,0,"english","e10",TRUE,"horrible"
"1177","A10DCC73F2CKHC","liked_loved","hi2",1,0,"english","e10",TRUE,"liked"
"1178","A10DCC73F2CKHC","memorable_unforgettable","low1",1,1,"english","e10",TRUE,"bland"
"1179","A10DCC73F2CKHC","liked_loved","low2",1,1,"english","e10",TRUE,"hated"
"1180","A10DCC73F2CKHC","palatable_delicious","low1",1,1,"english","e10",TRUE,"gross"
"1181","A10DCC73F2CKHC","palatable_delicious","hi2",1,0,"english","e10",TRUE,"palatable"
"1182","A10DCC73F2CKHC","memorable_unforgettable","low2",2,1,"english","e10",TRUE,"forgettable"
"1183","A10DCC73F2CKHC","memorable_unforgettable","hi1",3,0,"english","e10",TRUE,"unforgettable"
"1184","A10DCC73F2CKHC","some_all","hi1",2,0,"english","e10",TRUE,"all"
"1185","A10DCC73F2CKHC","good_excellent","hi2",4,1,"english","e10",TRUE,"good"
"1186","A10DCC73F2CKHC","palatable_delicious","hi2",2,0,"english","e10",TRUE,"palatable"
"1187","A10DCC73F2CKHC","palatable_delicious","hi2",3,1,"english","e10",TRUE,"palatable"
